timestamp,flow,occupancy,speed
2018-01-01 00:00:00,60.27687296416938,0.0,0.0
2018-01-01 00:05:00,55.5114006514658,0.0034722222222222225,0.0
2018-01-01 00:10:00,59.51465798045603,0.006944444444444445,0.0
2018-01-01 00:15:00,71.71335504885994,0.010416666666666668,0.0
2018-01-01 00:20:00,86.61563517915309,0.01388888888888889,0.0
2018-01-01 00:25:00,100.89250814332247,0.01736111111111111,0.0
2018-01-01 00:30:00,113.55048859934854,0.020833333333333336,0.0
2018-01-01 00:35:00,119.7915309446254,0.024305555555555556,0.0
2018-01-01 00:40:00,124.24755700325733,0.02777777777777778,0.0
2018-01-01 00:45:00,127.56677524429968,0.03125,0.0
2018-01-01 00:50:00,131.57654723127035,0.03472222222222222,0.0
2018-01-01 00:55:00,131.557003257329,0.03819444444444445,0.0
2018-01-01 01:00:00,129.33876221498372,0.04166666666666667,0.0
2018-01-01 01:05:00,129.70358306188925,0.04513888888888889,0.0
2018-01-01 01:10:00,127.26384364820846,0.04861111111111111,0.0
2018-01-01 01:15:00,127.82084690553746,0.05208333333333332,0.0
2018-01-01 01:20:00,127.01628664495114,0.05555555555555556,0.0
2018-01-01 01:25:00,122.1986970684039,0.05902777777777778,0.0
2018-01-01 01:30:00,117.15960912052117,0.0625,0.0
2018-01-01 01:35:00,115.71661237785017,0.06597222222222222,0.0
2018-01-01 01:40:00,113.15960912052117,0.06944444444444443,0.0
2018-01-01 01:45:00,110.7785016286645,0.07291666666666666,0.0
2018-01-01 01:50:00,107.70684039087948,0.0763888888888889,0.0
2018-01-01 01:55:00,106.41368078175896,0.0798611111111111,0.0
2018-01-01 02:00:00,103.50488599348535,0.08333333333333334,0.0
2018-01-01 02:05:00,101.74267100977198,0.08680555555555557,0.0
2018-01-01 02:10:00,100.58957654723127,0.09027777777777778,0.0
2018-01-01 02:15:00,96.57328990228012,0.09375,0.0
2018-01-01 02:20:00,93.97394136807817,0.09722222222222222,0.0
2018-01-01 02:25:00,92.6970684039088,0.10069444444444443,0.0
2018-01-01 02:30:00,89.05537459283387,0.10416666666666664,0.0
2018-01-01 02:35:00,87.05211726384364,0.10763888888888888,0.0
2018-01-01 02:40:00,85.31921824104235,0.11111111111111112,0.0
2018-01-01 02:45:00,82.28664495114006,0.11458333333333331,0.0
2018-01-01 02:50:00,77.51140065146579,0.11805555555555557,0.0
2018-01-01 02:55:00,75.07491856677524,0.12152777777777778,0.0
2018-01-01 03:00:00,73.21824104234528,0.125,0.0
2018-01-01 03:05:00,70.80781758957654,0.1284722222222222,0.0
2018-01-01 03:10:00,68.60912052117264,0.13194444444444445,0.0
2018-01-01 03:15:00,66.81758957654723,0.13541666666666669,0.0
2018-01-01 03:20:00,65.10097719869707,0.13888888888888887,0.0
2018-01-01 03:25:00,63.17263843648208,0.14236111111111113,0.0
2018-01-01 03:30:00,60.9413680781759,0.14583333333333331,0.0
2018-01-01 03:35:00,58.872964169381106,0.14930555555555555,0.0
2018-01-01 03:40:00,57.530944625407166,0.1527777777777778,0.0
2018-01-01 03:45:00,56.56677524429968,0.15625,0.0
2018-01-01 03:50:00,55.22475570032573,0.1597222222222222,0.0
2018-01-01 03:55:00,52.97394136807818,0.16319444444444445,0.0
2018-01-01 04:00:00,49.83387622149837,0.16666666666666669,0.0
2018-01-01 04:05:00,49.68078175895766,0.17013888888888887,0.0
2018-01-01 04:10:00,49.08794788273616,0.17361111111111113,0.0
2018-01-01 04:15:00,47.557003257328994,0.17708333333333331,0.0
2018-01-01 04:20:00,47.36807817589577,0.18055555555555555,0.0
2018-01-01 04:25:00,47.59934853420195,0.1840277777777778,0.0
2018-01-01 04:30:00,46.20846905537459,0.1875,0.0
2018-01-01 04:35:00,47.0586319218241,0.1909722222222222,0.0
2018-01-01 04:40:00,47.33876221498371,0.19444444444444445,0.0
2018-01-01 04:45:00,48.05537459283388,0.1979166666666667,0.0
